"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"1","RT @Alan_Wurman: If you own an iPhone and a Tesla car. Suddenly Apple releases a car and Tesla releases a phone, would you migrate to:

Te","2020-12-23 00:55:47","TRUE","1","0","0","Apple iPhone","Los Angeles","USA",FALSE
"2","If you own an iPhone and a Tesla car. Suddenly Apple releases a car and Tesla releases a phone, would you migrate t ","2020-12-23 00:55:41","FALSE","1","0","0","Apple iPhone","Los Angeles","USA",FALSE
"3","@Apple Anyone else have crazy buggy experience with the iPhone 12 pro? My power button gets stuck sometimes, my tou ","2020-12-23 00:52:47","FALSE","0","0","-3","Apple iPhone","Los Angeles","USA",FALSE
"4","Man sues Apple claiming iPhone turned him gay - BBC News ","2020-12-23 00:32:33","FALSE","0","0","-1","Apple iPhone","Los Angeles","USA",FALSE
"5","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-23 00:22:48","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",FALSE
"6","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-23 00:10:42","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"7","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-23 00:08:26","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",FALSE
"8","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-22 23:43:26","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",FALSE
"9","RT @sktfilm: @CNBC What @apple should do is convert their melting cash into Bitcoin... AND offer a Bitcoin native wallet on iPhone.

CC: @","2020-12-22 23:41:05","TRUE","1","0","0","Apple iPhone","Los Angeles","USA",FALSE
"10","@CNBC What @apple should do is convert their melting cash into Bitcoin... AND offer a Bitcoin native wallet on iPh ","2020-12-22 23:38:10","FALSE","1","6","0","Apple iPhone","Los Angeles","USA",FALSE
"11","RT @iDropNews: Apple's iPhone 13 May Get This Even Faster Wi-Fi Technology applenews  ","2020-12-22 22:50:21","TRUE","3","0","1","Apple iPhone","Los Angeles","USA",FALSE
"12","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 22:43:13","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"13","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-22 22:42:23","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",FALSE
"14","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-22 22:42:23","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",TRUE
"15","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-22 22:40:41","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",TRUE
"16","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-22 22:40:35","FALSE","3","0","0","Apple iPhone","Los Angeles","USA",FALSE
"17","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 22:34:54","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"18","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 22:26:33","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"19","RT @iDropNews: Apple's iPhone 13 May Get This Even Faster Wi-Fi Technology applenews  ","2020-12-22 22:25:15","TRUE","3","0","1","Apple iPhone","Los Angeles","USA",TRUE
"20","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 22:23:36","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"21","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 22:23:11","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"22","RT @iDropNews: Apple's iPhone 13 May Get This Even Faster Wi-Fi Technology applenews  ","2020-12-22 22:18:30","TRUE","3","0","1","Apple iPhone","Los Angeles","USA",TRUE
"23","Apple's iPhone 13 May Get This Even Faster Wi-Fi Technology applenews  ","2020-12-22 22:17:36","FALSE","3","10","1","Apple iPhone","Los Angeles","USA",FALSE
"24","Remmember how jobs launched the Rokr with Motorola to learn about phones prior to the iPhone. If Apple wants to do ","2020-12-22 21:47:55","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"25","RT @nobatechnology: NEW VIDEO: Top 5 Best iPhone 12 Cases apple iphone iphone12 iphone12pro 

","2020-12-22 21:23:05","TRUE","2","0","2","Apple iPhone","Los Angeles","USA",FALSE
"26","RT @WatchTheBreaks: I just did a test-pilot run on Loupe and my goodness, if you have an iPhone and you run sales AT ALL you want to be on","2020-12-22 21:14:37","TRUE","5","0","1","Apple iPhone","Los Angeles","USA",FALSE
"27","RT @WatchTheBreaks: I just did a test-pilot run on Loupe and my goodness, if you have an iPhone and you run sales AT ALL you want to be on","2020-12-22 21:13:28","TRUE","5","0","1","Apple iPhone","Los Angeles","USA",TRUE
"28","RT @nobatechnology: NEW VIDEO: Top 5 Best iPhone 12 Cases apple iphone iphone12 iphone12pro 

","2020-12-22 20:58:59","TRUE","2","0","2","Apple iPhone","Los Angeles","USA",TRUE
"29","NEW VIDEO: Top 5 Best iPhone 12 Cases apple iphone iphone12 iphone12pro 

","2020-12-22 20:58:34","FALSE","2","1","2","Apple iPhone","Los Angeles","USA",FALSE
"30","RT @AiroVera_: I Can And I Will ... Watch ME

","2020-12-22 20:49:27","TRUE","5","0","0","Apple iPhone","Los Angeles","USA",FALSE
"31","Unrest at Wistron plant could delay India iPhone market expansion, analyst says - AppleInsider ","2020-12-22 20:48:49","FALSE","0","0","-2","Apple iPhone","Los Angeles","USA",FALSE
"32","RT @WatchTheBreaks: I just did a test-pilot run on Loupe and my goodness, if you have an iPhone and you run sales AT ALL you want to be on","2020-12-22 20:40:44","TRUE","5","0","1","Apple iPhone","Los Angeles","USA",TRUE
"33","Facebook Secretly Tracks Your iPhone LocationThis Is How To Stop It via @forbes ","2020-12-22 20:24:41","FALSE","0","1","0","Apple iPhone","Los Angeles","USA",FALSE
"34","RT @AiroVera_: I Can And I Will ... Watch ME

","2020-12-22 20:19:25","TRUE","5","0","0","Apple iPhone","Los Angeles","USA",TRUE
"35","RT @AiroVera_: I Can And I Will ... Watch ME

","2020-12-22 20:18:52","TRUE","5","0","0","Apple iPhone","Los Angeles","USA",TRUE
"36","RT @AiroVera_: I Can And I Will ... Watch ME

","2020-12-22 20:18:02","TRUE","5","0","0","Apple iPhone","Los Angeles","USA",TRUE
"37","RT @AiroVera_: I Can And I Will ... Watch ME

","2020-12-22 20:17:50","TRUE","5","0","0","Apple iPhone","Los Angeles","USA",TRUE
"38","I Can And I Will ... Watch ME

","2020-12-22 20:17:30","FALSE","5","2","0","Apple iPhone","Los Angeles","USA",FALSE
"39","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 20:10:55","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"40","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 20:06:42","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"41","RT @TurnUpTrendCity: Only the Top Voted Artists will Advance to the @TrendCityRadio Top40

App VOTES ONLY

Download our App Now &amp; Vo","2020-12-22 20:01:49","TRUE","1","0","2","Apple iPhone","Los Angeles","USA",FALSE
"42","RT @WatchTheBreaks: I just did a test-pilot run on Loupe and my goodness, if you have an iPhone and you run sales AT ALL you want to be on","2020-12-22 20:00:01","TRUE","5","0","1","Apple iPhone","Los Angeles","USA",TRUE
"43","I just did a test-pilot run on Loupe and my goodness, if you have an iPhone and you run sales AT ALL you want to be ","2020-12-22 19:57:25","FALSE","5","31","1","Apple iPhone","Los Angeles","USA",FALSE
"44","RT @AiroVera_: Sign Up and Retweet
","2020-12-22 19:56:14","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",FALSE
"45","RT @AiroVera_: Sign Up and Retweet
","2020-12-22 19:55:32","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",TRUE
"46","Sign Up and Retweet
","2020-12-22 19:55:01","FALSE","3","2","0","Apple iPhone","Los Angeles","USA",FALSE
"47","I would not have high expectations on Apple Car. My new iPhone battery can barely last a few hours. ","2020-12-22 19:41:54","FALSE","0","11","0","Apple iPhone","Los Angeles","USA",FALSE
"48","Only the Top Voted Artists will Advance to the @TrendCityRadio Top40

App VOTES ONLY

Download our App Now &amp; ","2020-12-22 19:38:15","FALSE","1","1","2","Apple iPhone","Los Angeles","USA",FALSE
"49","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 19:20:45","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"50","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 19:20:27","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"51","@gwestr Ignorant comments about iPhone battery life. Apple leads in every single market they enter regards to batte ","2020-12-22 19:19:02","FALSE","0","4","0","Apple iPhone","Los Angeles","USA",FALSE
"52","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 19:10:48","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"53","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 19:08:36","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"54","@MattSpangle @BenSullins @MKBHD But locking down a super expensive car doesnt really make sense does it? If someon ","2020-12-22 18:43:28","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"55","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 18:36:22","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"56","apple iphone
---------------
MicroSECONDS Computer Consulting  On-site Computer and tech services in the San Die ","2020-12-22 18:32:03","FALSE","0","0","-1","Apple iPhone","Los Angeles","USA",FALSE
"57","RT @VinennaRosee: Thousands of workers are protesting unpaid wages at a Pegatron factory in Shanghai. Pegatron is the second largest Apple","2020-12-22 18:09:03","TRUE","7","0","-1","Apple iPhone","Los Angeles","USA",FALSE
"58","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 17:52:58","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"59","Mind you this is the newest version of this heavy ass iPhone ... I think Im finally over Apple","2020-12-22 17:44:37","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"60","@Apple wtf is this.... looks like the iPhone 12 is about to be my last iPhone ever ","2020-12-22 17:42:57","FALSE","0","0","1","Apple iPhone","Los Angeles","USA",FALSE
"61","Apple's iPhone 12 shipments set for 38% annual growth in Q1 2021 ","2020-12-22 17:31:17","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"62","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 17:19:51","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"63","RT @Androidbuz: Apple iPhone on T-Mobile? Analyst says may be soon - Pioneer Press ","2020-12-22 17:14:28","TRUE","2","0","0","Apple iPhone","Los Angeles","USA",FALSE
"64","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 17:13:59","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"65","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 17:08:02","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"66","RT @VinennaRosee: Thousands of workers are protesting unpaid wages at a Pegatron factory in Shanghai. Pegatron is the second largest Apple","2020-12-22 16:31:41","TRUE","7","0","-1","Apple iPhone","Los Angeles","USA",TRUE
"67","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 16:31:26","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"68","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 16:31:14","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"69","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-22 16:29:20","FALSE","0","3","0","Apple iPhone","Los Angeles","USA",TRUE
"70","RT @VinennaRosee: Thousands of workers are protesting unpaid wages at a Pegatron factory in Shanghai. Pegatron is the second largest Apple","2020-12-22 16:24:45","TRUE","7","0","-1","Apple iPhone","Los Angeles","USA",TRUE
"71","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 16:03:41","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"72","Woohoo! I'm participating in Firmoo's Christmas Giveaway event to try and win a MacBook Air, an iPhone 12, an iPad ","2020-12-22 16:02:25","FALSE","0","1","1","Apple iPhone","Los Angeles","USA",FALSE
"73","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 16:00:55","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"74","Can someone please tell me why I cant receive any phone calls with my new iPhone 12?! I am also not receiving SMS ","2020-12-22 15:50:30","FALSE","0","1","0","Apple iPhone","Los Angeles","USA",FALSE
"75","@Josh_Smith Not Mac unless you have an M1, but this iPhone app is neat ","2020-12-22 15:45:17","FALSE","0","0","1","Apple iPhone","Los Angeles","USA",FALSE
"76","@MikeAndronico Hey, great iPhone 12 Pro review in @CNNUnderscored but wish youd mentioned the fabulous unique Paci ","2020-12-22 15:25:53","FALSE","0","0","2","Apple iPhone","Los Angeles","USA",FALSE
"77","@DongyanWang8 Apple definitely cant make a battery. The iPhone battery sucks.","2020-12-22 15:09:59","FALSE","0","4","-1","Apple iPhone","Los Angeles","USA",FALSE
"78","@jrtrubela Probably not because the Apple Watch is not a requirement when you use Fitness+ on your iPhone.","2020-12-22 14:51:19","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"79","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 14:41:17","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"80","@apple why is it so hard to use find my iPhone using another iPhone to find your lost phone","2020-12-22 14:36:53","FALSE","0","0","-2","Apple iPhone","Los Angeles","USA",FALSE
"81","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 14:18:55","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"82","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 14:12:01","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"83","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 14:11:33","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"84","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 14:06:47","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"85","RT @tldtoday: heres that iPhone 12 mini + HomePod mini giveaway time as a thank you for the  on MagSafe 

To enter: retweet this tweet +","2020-12-22 12:53:00","TRUE","1791","0","1","Apple iPhone","Los Angeles","USA",FALSE
"86","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 12:12:30","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"87","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 11:32:31","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"88","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 11:18:14","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"89","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 11:17:44","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"90","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 11:12:44","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"91","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 10:39:39","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"92","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 10:27:04","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"93","RT @VinennaRosee: Thousands of workers are protesting unpaid wages at a Pegatron factory in Shanghai. Pegatron is the second largest Apple","2020-12-22 09:59:39","TRUE","7","0","-1","Apple iPhone","Los Angeles","USA",TRUE
"94","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 09:34:11","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"95","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 09:31:06","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"96","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-22 08:43:09","TRUE","1","0","0","Apple iPhone","Los Angeles","USA",TRUE
"97","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-22 08:42:48","FALSE","1","2","0","Apple iPhone","Los Angeles","USA",TRUE
"98","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 08:22:14","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"99","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 06:42:46","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"100","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 06:41:31","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"101","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 06:39:30","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"102","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 06:31:34","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"103","@richontech Hey Rich I have a galaxy s10 and it's a great phone but I've been thinking about getting an iphone 12 p ","2020-12-22 06:21:11","FALSE","0","0","2","Apple iPhone","Los Angeles","USA",FALSE
"104","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 06:15:54","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"105","@MohanadElshieky I stole this very iPhone from Tim Apple when he was distracted by the chateaubriand I was slicing up for him","2020-12-22 06:01:18","FALSE","0","0","-1","Apple iPhone","Los Angeles","USA",FALSE
"106","RT @GerberKawasaki: When I first bought Apple stock. No one had any idea Steve Jobs would invent the IPhone. Imagine what Elon can do that","2020-12-22 05:53:18","TRUE","178","0","0","Apple iPhone","Los Angeles","USA",FALSE
"107","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 05:49:51","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"108","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 05:48:55","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"109","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 05:47:03","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"110","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 05:46:45","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"111","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-22 05:44:50","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"112","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 05:44:07","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"113","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-22 05:40:26","TRUE","2","0","0","Apple iPhone","Los Angeles","USA",TRUE
"114","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-22 05:37:23","TRUE","2","0","0","Apple iPhone","Los Angeles","USA",TRUE
"115","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-22 05:37:13","FALSE","2","1","0","Apple iPhone","Los Angeles","USA",TRUE
"116","RT @BumpitOrDumpitF: Only the Top Voted Artists will Advance to the @TrendCityRadio Top40

App VOTES ONLY

Download our App Now &amp; Vo","2020-12-22 05:30:29","TRUE","6","0","2","Apple iPhone","Los Angeles","USA",FALSE
"117","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 04:51:49","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"118","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 04:45:21","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"119","Ive bought a Smart Nora, and Im tracking results with the SnoreLab iPhone app. And Im honestly tempted to get ei ","2020-12-22 04:44:41","FALSE","0","1","1","Apple iPhone","Los Angeles","USA",FALSE
"120","Apple plans to have a personal passenger car in 2024 with next level battery technology: ","2020-12-22 04:41:29","FALSE","0","6","0","Apple iPhone","Los Angeles","USA",FALSE
"121","RT @iamhappyaujla: iOS14/iPhone 12-How to fix ","2020-12-22 04:39:15","TRUE","1","0","0","Apple iPhone","Los Angeles","USA",FALSE
"122","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 04:25:04","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"123","@28delayslater I heard about @Apple s battery announcement today. Alas, their technology is so far behind @Tesla  ","2020-12-22 04:05:40","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"124","RT @henrikfisker: I designed this emoji to display electric cars! Would love for @apple to introduce it on the iPhone emojis. Will give it","2020-12-22 03:52:03","TRUE","55","0","1","Apple iPhone","Los Angeles","USA",FALSE
"125","iOS14/iPhone 12-How to fix ","2020-12-22 03:38:06","FALSE","1","14","0","Apple iPhone","Los Angeles","USA",FALSE
"126","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 03:33:07","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"127","RT @saurik: Cydia just joined the legal battle against Apple: ""A new lawsuit brought by one of Apple's oldest foes seeks to force the iPhon","2020-12-22 03:04:38","TRUE","665","0","0","Apple iPhone","Los Angeles","USA",FALSE
"128","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-22 02:57:05","TRUE","1","0","0","Apple iPhone","Los Angeles","USA",TRUE
"129","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-22 02:56:39","FALSE","1","1","0","Apple iPhone","Los Angeles","USA",TRUE
"130","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 02:37:12","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"131","Marble Apple iPhone Tough Cases, Impact Absorbing Case, Apple iPhone 12, Apple iPhone xr, Apple iPhone 11 Pro Max, ","2020-12-22 02:07:08","FALSE","0","0","1","Apple iPhone","Los Angeles","USA",FALSE
"132","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-22 02:00:42","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"133","RT @henrikfisker: I designed this emoji to display electric cars! Would love for @apple to introduce it on the iPhone emojis. Will give it","2020-12-22 01:52:08","TRUE","55","0","1","Apple iPhone","Los Angeles","USA",TRUE
"134","RT @henrikfisker: I designed this emoji to display electric cars! Would love for @apple to introduce it on the iPhone emojis. Will give it","2020-12-22 01:49:15","TRUE","55","0","1","Apple iPhone","Los Angeles","USA",TRUE
"135","I have a two-month old flagship iPhone that I have to charge twice a day...I dont have high hopes for Apples batt ","2020-12-22 01:47:16","FALSE","0","1","0","Apple iPhone","Los Angeles","USA",FALSE
